"scenario","region","subRegion","param","xLabel","x","vintage","units","value"
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",120.695273941557
"Policycosts_1","India","India","emissGHGByResProdGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",120.695273941557
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",120.695273941557
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",120.695273941557
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",122.142224780274
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",122.142224780274
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",122.142224780274
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",122.142224780274
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",1593.79441311243
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",1593.79441311243
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",1593.79441311243
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",1593.79441311243
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-2.03658812011982
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-62.06684
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-8.35416266666667
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-72.1361666666667
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-21.5842366666667
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-56.4841979313333
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-44.8473873122
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-11.1351367468
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-346.194656243333
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-80.6386782666667
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-6.79633061066667
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-42.7855266666667
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-438.55834
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-7.50930033333333
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-126.6738
"Policycosts_1","India","India",NA,"Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-85.9032716666667
"Policycosts_1","India","India","emissCO2BySector","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",2661.99821822363
"Policycosts_1","India","India","emissCO2BySectorNoBio","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",2661.9982152662
"Policycosts_1","India","India","emissCO2BySector","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-4.09444445110365
"Policycosts_1","India","India","emissCO2BySectorNoBio","Year",2055,"Vint_2055","CO2 emissions - (MTCO2)",-4.09444445110365
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",2661.99821822363
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",2661.99821822363
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",2661.9982152662
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",2661.9982152662
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",-4.09444445110365
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",-4.09444445110365
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",-4.09444445110365
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",-4.09444445110365
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",115.636658860975
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",115.636658860975
"Policycosts_1","India","India","emissGHGByResProdGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",115.636658860975
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",115.636658860975
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",115.636658860975
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",112.340828783266
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",112.340828783266
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",112.340828783266
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",112.340828783266
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",1611.38853794968
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",1611.38853794968
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",1611.38853794968
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",1611.38853794968
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-2.78675622963657
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-94.2304916666667
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-10.7076786666667
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-87.7517666666667
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-21.4100333333333
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-136.828698908
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-94.7304466262
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-14.3862577326967
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-364.500480992633
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-92.7761945
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-5.52173840119
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-88.4605516666667
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-410.229416666667
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-11.0960226666667
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-137.110966666667
"Policycosts_1","India","India",NA,"Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-106.646159033333
"Policycosts_1","India","India","emissCO2BySector","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",1774.66601586439
"Policycosts_1","India","India","emissCO2BySectorNoBio","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",1774.66596550518
"Policycosts_1","India","India","emissCO2BySector","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-24.0314757438221
"Policycosts_1","India","India","emissCO2BySectorNoBio","Year",2060,"Vint_2060","CO2 emissions - (MTCO2)",-24.0314757438221
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",1774.66601586439
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",1774.66601586439
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",1774.66596550518
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",1774.66596550518
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",-24.0314757438221
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",-24.0314757438221
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",-24.0314757438221
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",-24.0314757438221
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",87.8224632942787
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",87.8224632942787
"Policycosts_1","India","India","emissGHGByResProdGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",87.8224632942787
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",87.8224632942787
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",87.8224632942787
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",46.130036727339
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",46.130036727339
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",46.130036727339
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",46.130036727339
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",1570.94985025526
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",1570.94985025526
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",1570.94985025526
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2060,"Vint_2060","GHG emissions (MTCO2eq)",1570.94985025526
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-3.39003869761195
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-117.816783333333
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-11.6792683333333
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-108.222033333333
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-21.24309
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-304.570978317467
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-163.41437656995
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-9.73823886003833
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-221.460721635267
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-85.1593264866667
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-4.57950355371667
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-226.029851666667
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-375.931339666667
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-14.146737
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-146.658233333333
"Policycosts_1","India","India",NA,"Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-145.8341049
"Policycosts_1","India","India","emissCO2BySector","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",887.337158246817
"Policycosts_1","India","India","emissCO2BySectorNoBio","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",887.336202905516
"Policycosts_1","India","India","emissCO2BySector","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-29.850161769121
"Policycosts_1","India","India","emissCO2BySectorNoBio","Year",2065,"Vint_2065","CO2 emissions - (MTCO2)",-29.850161769121
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",887.337158246817
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",887.337158246817
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",887.336202905516
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",887.336202905516
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",-29.850161769121
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",-29.850161769121
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",-29.850161769121
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",-29.850161769121
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",72.1959797943982
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",72.1959797943982
"Policycosts_1","India","India","emissGHGByResProdGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",72.1959797943982
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",72.1959797943982
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",72.1959797943982
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",25.662729563798
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",25.662729563798
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",25.662729563798
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",25.662729563798
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",1560.0274693762
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",1560.0274693762
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",1560.0274693762
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2065,"Vint_2065","GHG emissions (MTCO2eq)",1560.0274693762
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-3.81145430635119
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-130.348449
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-11.006116
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-130.4963
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-20.9219633333333
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-481.441211606164
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-239.474518629655
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-5.64765081161233
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-84.3536723867567
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-64.81267067
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-4.58958662697333
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-331.239322333333
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-367.901457
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-16.0342416666667
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-155.991366666667
"Policycosts_1","India","India",NA,"Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-200.72084538
"Policycosts_1","India","India","emissCO2BySector","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",0.0368824906079652
"Policycosts_1","India","India","emissCO2BySectorNoBio","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",0.0365354311342904
"Policycosts_1","India","India","emissCO2BySector","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-33.3399233286054
"Policycosts_1","India","India","emissCO2BySectorNoBio","Year",2070,"Vint_2070","CO2 emissions - (MTCO2)",-33.3399233286054
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",0.0368824906079652
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",0.0368824906079652
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",0.0365354311342904
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",0.0365354311342904
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",-33.3399233286054
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",-33.3399233286054
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",-33.3399233286054
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",-33.3399233286054
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",58.3613675653277
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",58.3613675653277
"Policycosts_1","India","India","emissGHGByResProdGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",58.3613675653277
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",58.3613675653277
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",58.3613675653277
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",24.531834800406
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",24.531834800406
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",24.531834800406
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",24.531834800406
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",1556.47609569688
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",1556.47609569688
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",1556.47609569688
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2070,"Vint_2070","GHG emissions (MTCO2eq)",1556.47609569688
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-4.06994853256581
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-134.924252833333
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-9.55150753333333
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-130.0343
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-20.0803533333333
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-391.031522777798
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-284.515663499302
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-6.03005122988767
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-62.2902745015833
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-61.7563491966667
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-4.671810230758
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-166.437626666667
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-351.702120366667
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-17.7889840333333
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-164.952333333333
"Policycosts_1","India","India",NA,"Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-191.932763524333
"Policycosts_1","India","India","emissCO2BySector","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",0.0352851162487045
"Policycosts_1","India","India","emissCO2BySectorNoBio","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",0.0347580251475676
"Policycosts_1","India","India","emissCO2BySector","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-33.60681786818
"Policycosts_1","India","India","emissCO2BySectorNoBio","Year",2075,"Vint_2075","CO2 emissions - (MTCO2)",-33.60681786818
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",0.0352851162487045
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",0.0352851162487045
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",0.0347580251475676
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",0.0347580251475676
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",-33.60681786818
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",-33.60681786818
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",-33.60681786818
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",-33.60681786818
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",49.759434518743
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",49.759434518743
"Policycosts_1","India","India","emissGHGByResProdGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",49.759434518743
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",49.759434518743
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",49.759434518743
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",24.625572712364
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",24.625572712364
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",24.625572712364
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",24.625572712364
"Policycosts_1","India","India","emissGHGByGasGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",1554.47890770448
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",1554.47890770448
"Policycosts_1","India","India","emissGHGBySectorGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",1554.47890770448
"Policycosts_1","India","India","emissGHGBySectorNoBioGWPAR5","Year",2075,"Vint_2075","GHG emissions (MTCO2eq)",1554.47890770448
"Policycosts_1","India","India",NA,"Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",-4.26994601293333
"Policycosts_1","India","India",NA,"Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",-139.839460566667
"Policycosts_1","India","India",NA,"Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",-7.86259991
"Policycosts_1","India","India",NA,"Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",-145.026566666667
"Policycosts_1","India","India",NA,"Year",2080,"Vint_2080","CO2 emissions - (MTCO2)",-19.5092333333333
