iron and steel	BLASTFUR	BLASTFUR
iron and steel	BLASTFUR	BLASTFUR CCS
iron and steel	BLASTFUR	BLASTFUR CCS with hydrogen
iron and steel	BLASTFUR	BLASTFUR with hydrogen
iron and steel	BLASTFUR	Biomass-based
iron and steel	EAF with DRI	EAF with DRI
iron and steel	EAF with DRI	EAF with DRI CCS
iron and steel	EAF with scrap	EAF with scrap
